sid	label	pkgname	ver	adunitshowid	mediashowid	apptype	nginxtime	ip	city	province	reqrealip	adidmd5	imeimd5	idfamd5	openudidmd5	macmd5	dvctype	model	make	ntt	carrier	os	osv	orientation	lan	h	w	ppi
75eae96c-c784-4fe5-833a-29129bdd7a88-1560046028171	1	170a88a12e36f8a0f1b73442304398b1	30928000	6618408bae888ad02c4e0d9bd4d88d29	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560046028171E12	60.1.154.101	石家庄市	-1.0	39.96.159.157	empty	47ccfd59fa208493ecbb7c71b8044774	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	OPPO R9TM	OPPO	2.0	46000.0	Android	5.1.0	1.0	zh-CN	640.0	360.0	0.0
63794c8f-4185-4e02-8c5b-78cd8ce364c6-1560032682680	1	empty	7.2.0.0	af46d4c68c41ff23e606fe2b4975db25	2ab475eecfd3acf1651857c10b9d6dc6	380.0	1.560032682679E12	27.150.98.133	宁德市	-1.0	101.200.39.92	75d0baea5b20fc6f8c757725cc749516	7004f62c427a9e4f9daceedb52fe7fb8	empty	empty	0272fb1acffe6de98d91396a8a1350a7	2.0	NX569H	nubia	2.0	46000.0	android	6.0.1	0.0	NULL	1920.0	1080.0	640.0
44614afb-0350-4363-ade8-7ef0c7e40ab4-1560067990795	0	d1128302f0de215ef3dbf3900b541f84	NULL	01e7dda5ca1066873e7bfebdccc03416	06765782b6564446531bf6795f0fdc48	336.0	1.560067990795E12	112.96.41.81	广州市	-1.0	119.254.201.249	empty	0383fd3480bc6e6bb50baad5fc4ed2a6	empty	empty	empty	0.0	VIVO X7	vivo	0.0	46000.0	android	5.1.1	0.0	NULL	0.0	0.0	0.0
49faef9b-8b69-43dd-b9dc-a05086beaa1b-1560031826570	1	a4279a3b769d4367f97e5a3ee819a57d	7.1.4	61b972b7f11c50675a23f52caa7f6c99	8fab8557d62202df2da54f4c8ee1f1e8	302.0	1.560031826571E12	223.104.95.84	贵阳市	-1.0	120.132.66.52	78bab901f9bc80a319ff42c2579e1898	2788c498e47d1bb51a0076b1ea1263cc	empty	empty	e379c437fa18aeef745f063aab1194d8	2.0	PBBM00	OPPO	6.0	46000.0	android	8.1	0.0	zh	2340.0	1080.0	480.0
4c9062a9-7dac-41ea-967e-bb75abf06c3b-1560038453126	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560038453126E12	124.131.145.17	滨州市	-1.0	39.96.159.156	empty	4602c889f81c71ac24962bc6fea769cb	empty	empty	empty	2.0	PAR AL00	HUAWEI	2.0	46000.0	Android	9.0.0	1.0	zh-CN	780.0	360.0	0.0
4b8db1fc-5a45-4067-9f65-045ded999365-1560042377644	1	empty	NULL	10199dc8fea2e173525bc3151bd84312	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560042377645E12	113.195.13.222	九江市	-1.0	47.95.111.138	0e1392b82316efb987c6a793bf6d6d0d	a1e34df6707fc9e8d0a8392b22219650	empty	0e1392b82316efb987c6a793bf6d6d0d	ef3887f7c9bdbf06511aca70e1064f53	2.0	VIVO X20	vivo	2.0	46000.0	android	Android_8.1.0	1.0	NULL	2160.0	1080.0	0.0
e5756be5-ce34-4490-8c80-9904ae9c1908-1560043433673	1	e6a4936fdd6d40bb38e3289fb92d7629	1.0.2.2	ea66aa309906fda1bc40aa08328dd447	2b89e5e19aa4e483536ee9613818eeb3	249.0	1.560043433674E12	220.189.70.121	嘉兴市	-1.0	123.206.65.90	e72a2679dc6ee2368fe3912c72c72010	0d5d5328cb7392c131d71b9b0a7d2693	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	VIVO Y85	vivo	2.0	46000.0	Android	8.1.0	0.0	zh-CN	2208.0	1080.0	0.0
d6150f12-05eb-48d0-979a-985f44310543-1560040086346	0	a26c2134f1dbc4c0901563d1d8315473	NULL	01e7dda5ca1066873e7bfebdccc03416	06765782b6564446531bf6795f0fdc48	336.0	1.560040086345E12	117.164.237.7	上饶市	-1.0	119.254.201.249	empty	e45a41de78e943f34eba71f59162df6d	empty	empty	empty	0.0	VIVO Y75A	vivo	2.0	46000.0	android	7.1.1	0.0	NULL	0.0	0.0	0.0
73553761-d767-4f83-bae8-85f95e17ab9b-1560051528560	1	c3928c124c66197bda97ee4f34a4767e	NULL	e75047ac4169618b8961a689ed954151	fc5c28b3674877c00e1cff5f025d223e	281.0	1.560051528574E12	117.184.117.20	上海市	3.0	123.123.219.7	c7190acc249a76e6dda0b137f4dcc8fd	23754c8a8ca7ba7594239d8cf4d606ec	empty	empty	empty	2.0	VIVO X20	vivo	2.0	-1.0	android	7.9.2	0.0	NULL	0.0	0.0	0.0
ebcd707c-d4fd-45d9-a2bf-cb968ee3f9cb-1560091393048	1	3e742f89c86ae825cd5e04bdae8ed018	3.0.6	66eb897705df64a8a6cffe3547edc0f5	06b28b92ca18bb33082d5a0df3508980	367.0	1.560091393044E12	117.136.82.22	攀枝花市	-1.0	106.75.116.197	5d81b8b02c4e6f2105ae3eacc15725eb	b7b11f4f6bec9e9a3b786e17c870c287	empty	empty	3980f377b347718d8863e048fecc2be3	2.0	V1816A	vivo	6.0	46000.0	Android	8.1.0	0.0	zh-CN	2340.0	1080.0	3.0
30cc7d67-bdc8-43d5-ae45-819abe209fcc-1560072641613	1	empty	NULL	764e263ef6de06c87249d9c6094959c6	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560072641613E12	120.229.23.180	深圳市	-1.0	123.59.23.123	a24a917d19cbe33cbd0178d4d6896198	52efa0334b53ad78afb644cced2c05bb	empty	a24a917d19cbe33cbd0178d4d6896198	ab2ea8760b22f1d15741ffaa4eb24fb2	2.0	HWI-AL00	HUAWEI	2.0	46000.0	android	Android_9	0.0	NULL	1080.0	2160.0	0.0
b6f9c549-7e36-4909-a253-9489e937caa4-1560043010445	1	24d778486cf61fed631c5099a36460c5	1.8.6	b5d90b159cda86d2ee9d740926d99eca	1da63577ea707d74b1612d9b9729e3c8	301.0	1.560043010444E12	112.19.133.83	巴中市	-1.0	47.98.196.97	91bcda86c683577c592c9ea2c25b802d	2552a51655dfe45041037f6e886b4de8	empty	empty	63a8098106344fc8558eec2d5c66135d	2.0	BKK-AL10	HONOR	2.0	46001.0	Android	8.1.0	0.0	zh-CN	1440.0	720.0	0.0
d5fbc5a6-ef7f-4009-8518-cbb8af05b86f-1560014800405	0	b15030107319685361f4c8c0d9598cf1	NULL	4f2f5735b281a22587f22fb0aaba707e	651673a5531dde9cd40f08d09d16fe70	375.0	1.560014800405E12	117.181.255.148	贺州市	-1.0	180.163.255.198	f21513c711badd57c741c8dce120b354	c9449468a14143df6f920a9486f3b1ac	empty	empty	b1cd43be3686926d22aebca4a86f9f3b	0.0	COOLPAD 8675-HD	酷派	2.0	46000.0	android	4.4.2	0.0	NULL	1280.0	720.0	0.0
c906f40e-ff1a-4719-8c30-741c5e28e766-1560017465031	1	empty	5.76.2.6060	b3ab3170257b0e45bcf0469185bf3e15	25ad2d02765793b229e8e468a6203269	326.0	1.560017465031E12	123.123.18.63	北京市	2.0	106.14.150.230	50da7116cc0c873ce7a68d0ce680b8f3	09b742a7ee7a55632b12123640e98549	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	LYA-AL00	HUAWEI	2.0	46001.0	android	9	0.0	zh-CN	2340.0	1080.0	0.0
ca057346-e616-40a4-801b-d4665429a466-1560022475725	0	empty		b72e2df0354168f5f5a3e194b3bb2c8b	cc420f0111bf573b3aa83dd1c19a013c	221.0	1.560022475723E12	123.101.214.79	鹤壁市	-1.0	39.107.117.235	44fc9ba00036cff613fee3a94582bdc4	3627d429da5757422a2b583974e2db3e	empty	empty	empty	2.0	A59M	oppo	2.0	0.0	android	5.1	0.0	NULL	1280.0	720.0	0.0
0ba3a41f-194d-4ce8-b06e-f344cbeca27f-1560048385531	0	f102dfa7c326bd05ae09864a60013b5a	NULL	01e7dda5ca1066873e7bfebdccc03416	06765782b6564446531bf6795f0fdc48	336.0	1.56004838553E12	223.90.238.7	许昌市	-1.0	119.254.201.249	empty	a7825ae17665456d37a8d1f38b5acf1e	empty	empty	empty	0.0	VIVO Y66L	vivo	2.0	46000.0	android	6.0.1	0.0	NULL	0.0	0.0	0.0
7a9c2f6b-11f8-4b45-84da-1e2b872bca97-1560028286690	1	170a88a12e36f8a0f1b73442304398b1	30928000	4404268364e58fbf10c965a3bbc91924	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560028286688E12	112.41.104.177	沈阳市	-1.0	39.96.159.159	empty	2de01c68a66ad1c47d55a08ffc39779c	empty	empty	empty	2.0	OPPO R9KM	OPPO	2.0	46000.0	Android	5.1.0	1.0	zh-CN	640.0	360.0	0.0
433b60fb-61d4-4c01-9ba5-8b3147e6e060-1560091148457	1	empty	5.76.2.6060	2d5c619f048e36be4e441ad1b4c44974	25ad2d02765793b229e8e468a6203269	326.0	1.560091148457E12	182.138.210.247	成都市	-1.0	47.100.46.246	bb793a0ad77e339b3e1b28e9f36ec941	29055a8c62ae439287d862d02e4f8901	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	EML-AL00	HUAWEI	2.0	46000.0	android	9	0.0	zh-CN	2244.0	1080.0	0.0
e03965f1-bdbe-4ae8-b57c-c43fedb1f66a-1560047252611	0	365fadab35f2a237e48cd529dd8f699b	3.22.8	7d3bab8495fa8e7179b9a226d1218600	bc1cd52e0e3967e0ce9cf611237d420f	322.0	1.56004725261E12	183.228.204.162	重庆市	31.0	39.107.230.0	5c13f2f998ffa09122b4fbb35d28f9d8	bd15df52ea7c6fba800a948034907866	empty	empty	empty	2.0	ZTE+BA910	ZTE	2.0	46003.0	android	5.1	0.0	zh	1200.0	720.0	0.0
d9104dfe-06f2-4577-8ac9-9c85ae04cebc-1560021014148	0	empty	190423	51f02f6007e49301adb4ccb1da0fbf12	5f83d3d963b19352aff3d9b5b29fa736	273.0	1.56002101415E12	117.136.39.207	惠州市	-1.0	117.50.25.7	23f1d413630ca09d28e444e365afdec6	803655fc089ccb808cad5116d261b87e	empty	empty	1f0fba88b4b172807c891f4fc93cacfb	3.0	VIVO X7PLUS	vivo	6.0	46000.0	android	5.1.1	0.0	zh_CN	1920.0	1080.0	0.0
499e8b98-02c1-439d-b92d-afad91a7c013-1560072903418	0	5f01ea23c372a591699645f0b71afa74	8.4.10	18e06182ff82460b9c2f9695925adb14	7d0908565139d1955c5cb95bb1f6be06	365.0	1.560072903415E12	182.104.77.82	赣州市	-1.0	124.243.219.138	b16a2ecde170c4291386bd66925252fb	e781ecc43e9a267f66fb696eaf0a0819	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	VIVO Y85A	NULL	6.0	46000.0	android	8.1.0	0.0	cn	0.0	0.0	0.0
b54d9b4c-2944-4831-9e7a-bd6c23fd4b72-1560064345452	1	c3928c124c66197bda97ee4f34a4767e	NULL	389b69facac0190921d39b572aa68e7e	fc5c28b3674877c00e1cff5f025d223e	281.0	1.560064345452E12	36.248.247.252	厦门市	-1.0	123.123.219.7	70a50b88c23ab830087d7ca9072141f9	4435addef5334c2ccd3d0387607428ed	empty	empty	empty	2.0	16TH	Meizu	2.0	-1.0	android	7.9.2	0.0	NULL	0.0	0.0	0.0
d3f7dad3-68a1-4a1a-bf33-da978b610d89-1560059714451	0	b15030107319685361f4c8c0d9598cf1	NULL	4f2f5735b281a22587f22fb0aaba707e	651673a5531dde9cd40f08d09d16fe70	375.0	1.560059714452E12	223.152.191.28	郴州市	-1.0	180.163.220.62	dcdca6a7886a116f4000c52058298b0e	7052eb2f38124c99fc41bb9800f6180a	empty	empty	empty	0.0	S562Z	NULL	2.0	46000.0	android	7.0	0.0	NULL	1344.0	720.0	0.0
15f640b5-a39d-422a-af08-ca8ae85bd431-1560082825936	0	0ff1fb05e89fd10fb480a9184c2c2d15	521000	be7b4818939482a91e3d20dfc2d3a19c	a51cf88cec32c6cd06703838c50d19ac	318.0	1.560082825935E12	220.115.23.120	天津市	27.0	211.159.203.244	0a2c2e6c1b692318d98f1daae3bcf82d	0b9b56eb2f913b84cfdeae1231749824	empty	d8f639cd2f08a4f223fc853035b4d872	7e7acc7cbc4edc962f7d2eee1a361a45	2.0	OPPO A57	OPPO	2.0	46000.0	Android	6.0.1	1.0	zh-CN	1280.0	720.0	480.0
6ed75822-8413-44d3-86f8-18e032e728c9-1560057918333	0	936574aab4d17137e9bc11964dea5e12	NULL	01e7dda5ca1066873e7bfebdccc03416	06765782b6564446531bf6795f0fdc48	336.0	1.560057918335E12	223.104.173.242	上饶市	-1.0	119.254.201.249	empty	e5d53988b375292e7fe7f42686460ce9	empty	empty	empty	0.0	VIVO X9L	vivo	6.0	46000.0	android	7.1.2	0.0	NULL	0.0	0.0	0.0
c4b16bae-f79a-4400-a673-1dd6031e65bb-1560044895016	0	936574aab4d17137e9bc11964dea5e12	NULL	c6a36f4b4f1d1204f0c20b9a67cf60d7	06765782b6564446531bf6795f0fdc48	336.0	1.560044895015E12	123.181.86.138	沧州市	-1.0	119.254.201.249	empty	3f85f19626a736a3f86d8004804a13b4	empty	empty	empty	0.0	VIVO Y55A	vivo	2.0	46000.0	android	6.0.1	0.0	NULL	0.0	0.0	0.0
19cf3aa1-683d-4a67-aee4-fb5bbc6c7ab3-1560054807568	1	empty	5.76.2.6060	287f8f8d68fa56a849b5e250c3c4fe80	25ad2d02765793b229e8e468a6203269	326.0	1.560054807565E12	223.88.244.210	安阳市	-1.0	47.100.18.3	936e3631bd05cf0f1de915d79ad98d94	29c25fd2c92a1e60217a97de5b5acb67	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	PBAM00	OPPO	2.0	46001.0	android	8.1.0	0.0	zh-CN	1520.0	720.0	0.0
a5bc1c91-f3b9-4aa4-acb6-c2128a6c319a-1560069911289	0	aa6321e082d93ba3a172c59d841cfd4f	NULL	01e7dda5ca1066873e7bfebdccc03416	06765782b6564446531bf6795f0fdc48	336.0	1.560069911289E12	120.216.216.236	焦作市	-1.0	119.254.201.249	empty	f71ca24fad76fd031cc04ab0ce4254f4	empty	empty	empty	0.0	VIVO Y69A	vivo	2.0	46000.0	android	7.0	0.0	NULL	0.0	0.0	0.0
26d8918e-680f-4d85-9ea9-07e658a9bd6d-1560049052335	0	empty	4.7.5	689800aa49d867018e7196b3b757841f	eec946a5a66c023ec9d3b2ede5900626	265.0	1.560049052335E12	183.211.126.225	连云港市	-1.0	101.132.127.114	17cee7a9d43d074a8109df9c55142a0e	be9cf710f5866f2a386b51ffcf18a68a	empty	empty	empty	2.0	PBEM00	NULL	2.0	0.0	android	8.1	0.0	NULL	0.0	0.0	0.0
1aaf34a4-50df-4cad-ab8b-ee8e2667b4b6-1560027656092	0	365fadab35f2a237e48cd529dd8f699b	3.28.6	9420c665f251cf88ce076a949536faa6	bc1cd52e0e3967e0ce9cf611237d420f	322.0	1.560027656093E12	222.181.217.178	重庆市	31.0	39.107.230.0	511153134a147f449e8e103c504f6811	cc7de695b7245ec6ef5997b75c38b454	empty	empty	empty	2.0	GIONEE+S10C	GIONEE	2.0	46003.0	android	7.1.1	0.0	zh	1280.0	720.0	0.0
65fa03fb-e27c-407f-8cce-5b78ccfa8b3b-1560051211770	0	empty	6.0.201905	64bd70758800be7bc9ebc2b75fd4a953	25ad2d02765793b229e8e468a6203269	326.0	1.560051211774E12	39.176.227.37	吉安市	-1.0	101.132.187.57	16bca3bd294b6e3388e262ea7c62ca89	16bca3bd294b6e3388e262ea7c62ca89	empty	empty	16bca3bd294b6e3388e262ea7c62ca89	2.0	M6NOTE	Meizu	2.0	46000.0	android	7.1.2	0.0	zh-CN	1920.0	1080.0	0.0
814c08e5-b15c-476c-a4bb-e5630e1aee86-1560085946297	0	170a88a12e36f8a0f1b73442304398b1	3.9.28.000.0605.1925	8d7e9b107db67319d67a72f43d34dd1c	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560085946297E12	203.93.165.33	银川市	-1.0	39.96.159.159	e0ab01ad864e2fd24c6f8e1917779db3	cf6e0625eccbc5ef620c4c0bfd54b627	empty	empty	empty	2.0	PBAM00	OPPO	6.0	46000.0	Android	8.1.0	1.0	zh-CN	1520.0	720.0	0.0
37fda0d1-1ab9-4159-a46a-93967af76783-1560049719624	1	empty	5.65.2.5684	287f8f8d68fa56a849b5e250c3c4fe80	25ad2d02765793b229e8e468a6203269	326.0	1.560049719624E12	223.77.153.33	随州市	-1.0	47.100.18.3	af8551e985b405338f59ce890accadb5	ee26eba85a0df7a6cb920bc88a382a6e	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	JSN-AL00	HONOR	2.0	46003.0	android	8.1.0	0.0	zh-CN	1080.0	2255.0	0.0
cf990d9a-75b7-408b-bacc-b3a10edff1c3-1560026249117	0	1dc799d59cd0ed550f8f58d022f7e4e4	25	89c082f19945a33a6cde152e368edb27	91f2f875fc1a46c6b8f8b1741dba5ee9	202.0	1.560026249116E12	175.161.139.30	沈阳市	-1.0	101.71.94.176	06c62cded528f156e668f4c2f383f546	3171ae1755f4d90916083c7bdb74d9e9	empty	empty	db873313e302aa61f3362a60793a1ee5	2.0	PBEM00	OPPO	2.0	46001.0	Android	8.1.0	0.0	zh-CN	2196.0	1080.0	3.0
236e28ed-9722-4c4f-849a-485bc9de93f6-1560037033774	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560037033774E12	59.152.39.176	晋城市	-1.0	39.96.159.161	empty	6e3112e0d367b4297c0f2409f0c8d76c	empty	empty	empty	2.0	VIVO Y83A	vivo	2.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
42195440-e90a-4391-8d3e-49d1ab00970a-1560093858770	1	a4279a3b769d4367f97e5a3ee819a57d	7.1.5	a5c29b09e52fb29a159b0586c380f380	8fab8557d62202df2da54f4c8ee1f1e8	302.0	1.560093858801E12	101.75.180.150	秦皇岛市	-1.0	120.132.66.52	337cd1a195e6a1e665a503489b866ee4	3b5d2be111f2dc5a45e27b876bbae07d	empty	empty	e379c437fa18aeef745f063aab1194d8	2.0	STF-AL10	HUAWEI	2.0	46000.0	android	9	0.0	zh	1920.0	1080.0	480.0
3a9d5031-de71-4edf-8bb4-4e8ddd3318e2-1560060933585	0	empty	1105050410	f3e1efdde34d6a6cdcd5655fd628919c	ac5cd37ad285472ae95bc89b18939cef	214.0	1.560060933588E12	117.136.26.68	巴音郭楞蒙古自治州	-1.0	114.215.220.178	926f3c97d07c2c6858f5ae61c295f488	e47dac8583166222c7dd1b4620c7f354	empty	empty	empty	2.0	F100	GIONEE	6.0	46000.0	android	5.1	0.0	zh-CN	1280.0	720.0	0.0
25ec4297-c7db-46d0-9d4d-73a17bd1f15d-1560069268766	1	ae90f961dbafe0f78f8a1cd7775362ed	NULL	0d116d0416862dea0ff81905de4df513	fff9eaef85a611570dda886b390fee8a	281.0	1.560069268763E12	117.136.53.53	武汉市	-1.0	123.123.219.7	8dccb13c5b034550ac217ace47479110	empty	empty	empty	empty	2.0	G8142	Sony	6.0	-1.0	android	3.8.0	0.0	NULL	0.0	0.0	0.0
a1ca96a9-eadb-4b7d-bdc3-2cedc68f46ee-1560072338633	1	empty	5.76.2.6060	7fc0dbaa3f8115d147828a288c6bb335	25ad2d02765793b229e8e468a6203269	326.0	1.560072338632E12	119.186.176.112	东营市	-1.0	106.14.197.56	d92bb1bf6ab0bbb1cae2021fbb948bc2	1329055e23e0365d9ad9f126ca1f4e1e	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	MI 8 SE	Xiaomi	2.0	46003.0	android	9	0.0	zh-CN	2244.0	1080.0	0.0
ee6dfd43-0bdf-46bc-8eb4-f3f8db1ff6e6-1560057552730	1	empty	NULL	7ec91ccba5826e082604bda6eaf42053	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.56005755273E12	123.51.173.95	台湾	34.0	123.59.23.115	a4a7296155fc75f8fc1e827227422779	246efe6d3f2a768f0e210bbfe175de69	empty	d8fe319e49068e4c43652d35fc5f25cb	0e5c7ce36ae4419ecb1cd7cf9a34b3e1	2.0	LYA-AL00	HUAWEI	2.0	0.0	android	Android_9	0.0	NULL	1080.0	2265.0	0.0
32de1327-4f3d-466e-8402-87d71ef56858-1560017351086	0	2477c87258c08e20d9b3d308867ae4cd	8.5.6.0	f752b4dbcf56662d9042436425b8c164	6a201781abc86a0666c3e94b6638c920	367.0	1.560017351113E12	117.136.14.224	桂林市	-1.0	124.243.219.138	07dffbaced15038a1b7015ffc8f929f8	13316bddb14b5fd67c0e86c8a296b038	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	PACM00	NULL	6.0	46000.0	android	8.1.0	0.0	cn	0.0	0.0	0.0
414b424b-e1b1-41a2-8e6e-e7b19673e068-1560081991313	1	89b8faa67e3140e53787c334d5b7acea	2.2.1	b668ff2ab211184525088001a705e77d	e4a40f1f36d186b59ce97268144764a0	365.0	1.560081991314E12	182.111.237.76	九江市	-1.0	123.59.48.110	e4bb7d8e6d0a2556089270a92b86fbd5	e4bb7d8e6d0a2556089270a92b86fbd5	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	HWI-AL00	HUAWEI	2.0	46000.0	Android	9	0.0	zh-CN	2040.0	1080.0	3.0
61e83ef1-9e63-43ce-80a5-ea615a5b43d7-1560060144268	0	170a88a12e36f8a0f1b73442304398b1	30928000	6618408bae888ad02c4e0d9bd4d88d29	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.56006014427E12	43.225.208.245	大兴安岭地区	-1.0	39.96.159.154	empty	cc28d1fda096bf87c5f6684ef048c008	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	ZTE A0616	ZTE	2.0	46000.0	Android	7.0.0	1.0	zh-CN	569.0	320.0	0.0
87224eb7-7cb0-488d-af9a-a86f45f526d1-1560051581280	0	empty	4.7.5	689800aa49d867018e7196b3b757841f	eec946a5a66c023ec9d3b2ede5900626	265.0	1.560051581279E12	117.136.63.111	成都市	-1.0	47.101.136.176	1ea4afb3c9f1fd9ee8bf2547d30f6c5a	a9417d76cebe12b65c02db4a3ecde3ae	empty	empty	empty	2.0	PACM00	NULL	6.0	0.0	android	8.1	0.0	NULL	0.0	0.0	0.0
09a7d54a-64a7-4be1-a5d1-6eba28db6355-1560039343973	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560039343974E12	117.151.182.123	荆州市	-1.0	39.96.159.156	empty	1963c999ee0e30bdf3aebcabdf80f3a0	empty	empty	empty	2.0	PACM00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
22f7e6a7-9aaa-457e-a10d-57916813dc69-1560091652332	0	8ee615bd91459fa3f368338faec7fc8b	7.3.4	4b4eedec5149ac4ab92c723a53bd7578	40cb281984c401046592fb49a8e9f7d0	310.0	1.560091652332E12	111.58.83.43	贵港市	-1.0	121.41.46.146	0b00bc14a86a4020d3ccb87e1248b729	0f4069bdc1884d6c8c31d77364bb753d	empty	empty	63f3730b5aaa1c06d5515db80872ed59	2.0	PAAM00	OPPO	2.0	46000.0	Android	8.1.0	0.0	zh-CN	2136.0	1080.0	3.0
9cefe1d3-62de-48c2-b5f3-a8bb26cf8943-1560055810678	0	f21689f63a95c2684630c234b452b18a	NULL	c6a36f4b4f1d1204f0c20b9a67cf60d7	06765782b6564446531bf6795f0fdc48	336.0	1.560055810676E12	117.87.212.208	徐州市	-1.0	119.254.201.249	empty	27ebb416a49e3de655ba573ae7359f23	empty	empty	empty	0.0	VIVO Y23L	vivo	2.0	46000.0	android	4.4.4	0.0	NULL	0.0	0.0	0.0
308028c7-bebc-4f73-982c-c7c7ab2e58c6-1560079829183	0	179fd63384df2063f93279dec072c806	3.2.0	851ce025140ddf919321d753249627f9	6058ae4203680ff755759f8b46742341	212.0	1.560079829182E12	123.164.153.165	鸡西市	-1.0	140.143.15.82	e90301b0c7bd1d001fd11c286a126382	6978357ae845a296802466449c5fb653	empty	empty	329e702dec409e4e4b5da834e6a90b4d	2.0	PACM00	OPPO	2.0	46001.0	Android	8.1.0	0.0	zh-CN	2280.0	1080.0	0.0
f3b180d5-7b4e-4708-9d3c-340a105c4634-1560071623048	1	c3928c124c66197bda97ee4f34a4767e	NULL	389b69facac0190921d39b572aa68e7e	fc5c28b3674877c00e1cff5f025d223e	281.0	1.560071623045E12	124.82.23.226		-1.0	123.123.219.7	c55aa5ab590db048eefeab03d3a315a9	a325039c2241b9273d93015349bc1fc6	empty	empty	empty	2.0	CPH1607	OPPO	2.0	-1.0	android	7.8.0	0.0	NULL	0.0	0.0	0.0
b6f4a77a-1b34-466d-93c3-86a9ca4c9c12-1560015087155	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	e7f79bda2b839f7debffe13ee6df818f	f4658ac564ae09266976ac30e0f8f582	221.0	1.560015087154E12	118.73.115.186	临汾市	-1.0	42.236.10.113	5c8a1e5c8cb4f29cea53446338caa967	989101d16fa5970155f08cd2a0892d89	empty	empty	empty	0.0	OPPO A57	OPPO	2.0	46001.0	android	6.0.1	0.0	NULL	1280.0	720.0	0.0
a5e64059-5eff-4b8a-9055-aabe10d7f1d0-1560081664653	1	empty	5.2.1	694bc72ecd40d43d29e3eb99ec218502	50111a2cb863e781eca02194202e20de	206.0	1.560081664653E12	112.20.121.87	苏州市	-1.0	118.31.246.139	9b9a38d3ddf3231e758d6360c27fb823	2caca07285da5b1144162f2cd95d1b4e	empty	empty	5d91a88be325d42e81b61473e162978e	2.0	DIG-AL00	HUAWEI	6.0	46001.0	android	6.0	0.0	zh-CN	1812.0	1080.0	480.0
9e0e1399-9879-4ddd-9c82-45d032c4b604-1560087762506	0	783e95e8438d127d46370795913a7b66	3.3.4	ecbde00bda799669eb4609672b069853	4b66782f892dd44623b9059f57acb1bf	323.0	1.560087762506E12	113.100.89.24	河源市	-1.0	39.105.110.165	4049ade1ddb845babc6bda568d53a6fc	84d2af81528a8215c00acd1ec88b3f91	empty	empty	805a1098c0e14414338f3abb624c10e3	2.0	PACM00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	2136.0	1080.0	2.0
b4928c84-cdcf-4d87-b845-9a5e2c62c263-1560025289836	1	empty	5.76.2.6060	b3c87241f8806ee2f9feba881d03d42c	25ad2d02765793b229e8e468a6203269	326.0	1.560025289836E12	111.27.4.52	长春市	-1.0	101.132.187.57	f29e89e832be927955399095f6cd7742	d618c10eca25c4c63695f1753e3e5214	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	LYA-AL00	HUAWEI	2.0	46000.0	android	9	0.0	zh-CN	3120.0	1440.0	0.0
12f3ae0a-fa19-4959-a6c7-4526edbeb54f-1560092343704	0	empty	190605	66addfdc4e63dd1a484dcc201ddfab6c	8c3ef44582cda4f79dd55e1523487af2	273.0	1.560092343703E12	27.187.45.235	保定市	-1.0	120.132.53.176	f810774c3388ea56f26e7214640cdba4	4bdb617a9a90e643a64ebe55d76a9214	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	3.0	PBEM00	OPPO	2.0	0.0	android	8.1.0	0.0	zh	2340.0	1080.0	0.0
